CHR	END	MAPPABLE	COUNT	s_5_1_sequence.WB20	Raw
chr5	66077744	1	1	3	121
chr5	66585985	1	1	3	131
chr5	67117086	1	1	3	140
chr5	67638512	1	1	3	120
chr5	68148813	1	1	3	134
chr5	68800000	1	1.273256	3	108.383553
chr5	71242618	1	1	3	115
chr5	71745690	1	1	3	144
chr5	72259106	1	1	3	108
chr5	72769382	1	1	3	110
chr5	73277101	1	1	3	125
chr5	73783646	1	1	3	126
chr5	74294383	1	1	3	103
chr5	74816382	1	1	3	135
chr5	75358269	1	1	3	115
chr5	75875656	1	1	3	126
chr5	76387229	1	1	3	83
chr5	76903436	1	1	3	127
chr5	77414146	1	1	3	95
chr5	77934522	1	1	3	116
chr5	78467020	1	1	3	108
chr5	78975174	1	1	3	91
chr5	79492948	1	1	3	122
chr5	80014554	1	1	3	95
chr5	80528190	1	1	3	115
chr5	81049043	1	1	3	105
chr5	81568818	1	1	3	101
chr5	82087057	1	1	3	124
chr5	82607620	1	1	3	81
chr5	83126613	1	1	3	98
chr5	83641359	1	1	3	151
chr5	84150845	1	1	3	86
chr5	84658937	1	1	3	89
chr5	85178536	1	1	3	115
chr5	85707300	1	1	3	91
chr5	86227077	1	1	3	105
chr5	86739159	1	1	3	91
chr5	87250758	1	1	3	70
chr5	87774435	1	1	3	99
chr5	88292196	1	1	3	70
chr5	88797376	1	1	3	69
chr5	89309015	1	1	3	102
chr5	89834863	1	1	3	86
chr5	90364378	1	1	3	92
chr5	90870406	1	1	3	111
chr5	91380934	1	1	3	99
chr5	91951299	1	1	3	77
chr5	92459829	1	1	3	97
chr5	92985129	1	1	3	62
chr5	93502961	1	1	3	88
chr5	94009083	1	1	3	152
chr5	94517538	1	1	3	135
chr5	95028590	1	1	3	97
chr5	95540151	1	1	3	104
chr5	96054650	1	1	3	130
chr5	96560388	1	1	3	87
chr5	97091397	1	1	3	88
chr5	97625586	1	1	3	71
chr5	98143201	1	1	3	97
chr5	98655378	1	1	3	78
chr5	99271887	1	1	3	74
chr5	99868166	1	1	3	79
chr5	100391055	1	1	3	97
chr5	100922158	1	1	3	112
chr5	101435605	1	1	3	110
chr5	101965425	1	1	3	124
chr5	102485240	1	1	3	93
chr5	102990425	1	1	3	105
chr5	103505798	1	1	3	106
chr5	104024631	1	1	3	89
chr5	104540198	1	1	3	94
chr5	105052771	1	1	3	84
chr5	105558073	1	1	3	84
chr5	106080994	1	1	3	98
chr5	106598740	1	1	3	70
chr5	107100681	1	1	3	100
chr5	107603409	1	1	3	101
chr5	108116236	1	1	3	103
chr5	108638317	1	1	3	85
chr5	109161449	1	1	3	108
chr5	109672328	1	1	3	117
chr5	110190349	1	1	3	83
chr5	110721508	1	1	3	94
chr5	111239260	1	1	3	93
chr5	111753782	1	1	3	121
chr5	112265836	1	1	3	109
chr5	112773259	1	1	3	95
chr5	113290018	1	1	3	113
chr5	113805519	1	1	3	101
chr5	114330486	1	1	3	136
chr5	114848105	1	1	3	112
chr5	115357481	1	1	3	112
chr5	115873371	1	1	3	106
chr5	116380844	1	1	3	148
chr5	116900701	1	1	3	102
chr5	117413722	1	1	3	98
chr5	117930105	1	1	3	98
chr5	118442201	1	1	3	104
chr5	118957353	1	1	3	135
chr5	119482817	1	1	3	94
chr5	120009767	1	1	3	119
chr5	120527889	1	1	3	71
chr5	121049315	1	1	3	106
chr5	121563344	1	1	3	97
chr5	122094907	1	1	3	104
chr5	122609765	1	1	3	115
chr5	123119645	1	1	3	137
chr5	123630755	1	1	3	127
chr5	124142904	1	1	3	75
chr5	124647796	1	1	3	139
chr5	125165132	1	1	3	98
chr5	125685157	1	1	3	137
chr5	126199549	1	1	3	114
chr5	126726509	1	1	3	126
chr5	127245288	1	1	3	133
chr5	127756210	1	1	3	105
chr5	128265922	1	1	3	138
chr5	128788210	1	1	3	124
chr5	129304481	1	1	3	96
chr5	129817847	1	1	3	74
chr5	130354341	1	1	3	90
chr5	130883270	1	1	2	74
chr5	131397750	1	1	2	95
chr5	131916742	1	1	2	88
chr5	132425519	1	1	2	59
chr5	132943916	1	1	2	93
chr5	133449491	1	1	2	93
chr5	133959104	1	1	2	91
chr5	134469461	1	1	2	109
chr5	134972464	1	1	2	59
chr5	135476174	1	1	2	67
chr5	135993511	1	1	2	51
chr5	136519003	1	1	2	78
chr5	137034683	1	1	2	72
chr5	137547213	1	1	2	82
chr5	138059979	1	1	4	154
chr5	138577276	1	1	4	173
chr5	139136078	1	1	4	135
chr5	139640231	1	1	4	256
chr5	140157263	1	1	4	179
chr5	140680800	1	1	4	153
chr5	141188503	1	1	4	196
chr5	141699178	1	1	4	220
chr5	142204782	1	1	4	254
chr5	142710726	1	1	4	168
chr5	143216140	1	1	4	133
chr5	143730426	1	1	4	149
chr5	144258017	1	1	4	122
chr5	144780806	1	1	4	121
chr5	145300684	1	1	4	189
chr5	145807497	1	1	4	145
chr5	146320277	1	1	4	155
chr5	146831502	1	1	4	110
chr5	147354473	1	1	4	167
chr5	147876011	1	1	4	124
chr5	148399468	1	1	6	231
chr5	148904234	1	1	6	225
chr5	149410706	1	1	6	235
chr5	149914734	1	1	6	208
chr5	150429817	1	1	6	275
chr5	150936726	1	1	6	210
chr5	151446683	1	1	6	222
chr5	151972290	1	1	6	217
chr5	152516853	1	1	6	201
chr5	153042065	1	1	6	240
chr5	153552837	1	1	6	250
chr5	154060356	1	1	6	208
chr5	154576682	1	1	6	214
chr5	155090571	1	1	4	166
chr5	155657161	1	1	4	144
chr5	156174962	1	1	4	164
chr5	156686761	1	1	4	170
chr5	157200195	1	1	4	150
chr5	157713866	1	1	4	118
chr5	158219278	1	1	4	196
chr5	158726163	1	1	4	154
chr5	159236006	1	1	4	155
chr5	159741664	1	1	4	160
chr5	160261205	1	1	4	179
chr5	160779608	1	1	4	151
chr5	161293059	1	1	4	125
chr5	161805941	1	1	4	137
chr5	162335520	1	1	4	145
chr5	162853066	1	1	4	168
chr5	163364343	1	1	4	180
chr5	163870141	1	1	4	183
chr5	164380686	1	1	4	137
chr5	164890110	1	1	4	115
chr5	165397150	1	1	4	112
chr5	165908776	1	1	4	145
chr5	166421109	1	1	4	139
chr5	166926210	1	1	4	127
chr5	167431206	1	1	4	204
chr5	167939333	1	1	4	176
chr5	168451882	1	1	4	186
chr5	168957701	1	1	4	167
chr5	169467820	1	1	4	172
chr5	169976747	1	1	4	161
chr5	170495183	1	1	4	143
chr5	171010549	1	1	4	157
chr5	171515412	1	1	4	178
chr5	172021040	1	1	4	153
chr5	172526806	1	1	4	164
chr5	173037446	1	1	4	179
chr5	173545728	1	1	4	151
chr5	174053820	1	1	4	169
chr5	174559745	1	1	4	137
chr5	175072765	1	1	4	150
chr5	175400000	1	0.55194	4	182.990891
chr5	176115869	1	1	4	114
chr5	176626074	1	1	4	125
chr5	177100000	1	0.881336	4	133.88765
chr5	177903101	1	1	4	134
chr5	178418682	1	1	4	192
chr5	178937750	1	1	4	148
chr5	179464761	1	1	4	142
chr5	179980327	1	1	4	135
chr5	180700000	1	1.358912	4	136.874207
chr6	656847	1	1	3	141
chr6	1167343	1	1	3	108
chr6	1681634	1	1	3	109
chr6	2191373	1	1	3	140
chr6	2704226	1	1	3	103
chr6	3223529	1	1	3	71
chr6	3729800	1	1	3	86
chr6	4240526	1	1	3	91
chr6	4751955	1	1	3	106
chr6	5261713	1	1	3	84
chr6	5769320	1	1	3	79
chr6	6308134	1	1	3	115
chr6	6816461	1	1	3	102
chr6	7323723	1	1	3	47
chr6	7827428	1	1	3	102
chr6	8340490	1	1	3	157
chr6	8854290	1	1	3	91
chr6	9362856	1	1	6	157
chr6	9880383	1	1	6	201
chr6	10394492	1	1	6	204
chr6	10901265	1	1	6	229
chr6	11411247	1	1	6	240
chr6	11920934	1	1	6	242
chr6	12425215	1	1	6	236
chr6	12936671	1	1	6	262
chr6	13442595	1	1	6	223
chr6	13948162	1	1	6	190
chr6	14454696	1	1	6	207
chr6	14962296	1	1	6	242
chr6	15470064	1	1	6	188
chr6	15977239	1	1	6	235
chr6	16490363	1	1	6	232
chr6	17000226	1	1	6	236
chr6	17507615	1	1	6	230
chr6	18015536	1	1	6	234
chr6	18525111	1	1	6	204
chr6	19036720	1	1	6	216
chr6	19560118	1	1	6	223
chr6	20077079	1	1	6	242
chr6	20583639	1	1	6	229
chr6	21091063	1	1	6	236
chr6	21600512	1	1	6	246
chr6	22108787	1	1	6	213
chr6	22626252	1	1	6	179
chr6	23137264	1	1	6	165
chr6	23649483	1	1	6	234
chr6	24174720	1	1	6	199
chr6	24683742	1	1	6	205
chr6	25198575	1	1	6	174
chr6	25703076	1	1	6	183
chr6	26207264	1	1	6	177
chr6	26700000	1	0.920394	6	183.61702
chr6	27450435	1	1	4	158
chr6	27963735	1	1	4	108
chr6	28475595	1	1	4	106
chr6	28991673	1	1	4	90
chr6	29512829	1	1	4	141
chr6	30028232	1	1	4	107
chr6	30550371	1	1	4	187
chr6	31059114	1	1	4	179
chr6	31579644	1	1	4	91
chr6	32153823	1	1	4	101
chr6	32676239	1	1	4	100
chr6	33182440	1	1	4	190
chr6	33693129	1	1	4	177
chr6	34198484	1	1	4	194
chr6	34708277	1	1	4	188
chr6	35216210	1	1	3	95
chr6	35728809	1	1	3	161
chr6	36235633	1	1	3	142
chr6	36740178	1	1	3	119
chr6	37247904	1	1	3	125
chr6	37753278	1	1	3	155
chr6	38258268	1	1	3	109
chr6	38767688	1	1	3	99
chr6	39271993	1	1	3	129
chr6	39789631	1	1	3	110
chr6	40294270	1	1	3	155
chr6	40797194	1	1	3	144
chr6	41306387	1	1	3	133
chr6	41811756	1	1	3	123
chr6	42321520	1	1	3	85
chr6	42828335	1	1	3	89
chr6	43338310	1	1	3	144
chr6	43845540	1	1	3	120
chr6	44349800	1	1	3	102
chr6	44882442	1	1	3	105
chr6	45401704	1	1	3	95
chr6	45912317	1	1	3	128
chr6	46429545	1	1	3	119
chr6	46936704	1	1	3	124
chr6	47450792	1	1	3	134
chr6	47959171	1	1	3	107
chr6	48477376	1	1	3	112
chr6	48990266	1	1	3	106
chr6	49510449	1	1	3	100
chr6	50023935	1	1	3	103
chr6	50536352	1	1	3	100
chr6	51055073	1	1	3	95
chr6	51572368	1	1	3	117
chr6	52097538	1	1	3	104
chr6	52605391	1	1	3	120
chr6	53133153	1	1	3	118
chr6	53650650	1	1	3	110
chr6	54154087	1	1	3	98
chr6	54670673	1	1	3	120
chr6	55188943	1	1	3	79
chr6	55709969	1	1	3	77
chr6	56220935	1	1	3	103
chr6	56735614	1	1	3	113
chr6	57257309	1	1	3	119
chr6	58100000	1	1.31019	3	152.649628
chr6	58800000	1	0.637964	3	551.755249
chr6	62717180	1	1	3	81
chr6	63237575	1	1	3	92
chr6	63758089	1	1	3	76
chr6	64279665	1	1	3	86
chr6	64794786	1	1	3	113
chr6	65319321	1	1	3	100
chr6	65830093	1	1	3	99
chr6	66365050	1	1	3	85
chr6	66880408	1	1	3	110
chr6	67397535	1	1	3	69
chr6	67912106	1	1	3	70
chr6	68424383	1	1	3	79
chr6	68937941	1	1	3	127
chr6	69451449	1	1	3	106
chr6	69961610	1	1	3	91
chr6	70489582	1	1	3	106
chr6	71003309	1	1	3	92
chr6	71527713	1	1	3	109
chr6	72056238	1	1	3	96
chr6	72568270	1	1	3	74
chr6	73083598	1	1	3	57
chr6	73604284	1	1	3	79
chr6	74122666	1	1	3	99
chr6	74647879	1	1	3	75
chr6	75187705	1	1	3	113
chr6	75718808	1	1	3	103
chr6	76230925	1	1	3	100
chr6	76742142	1	1	3	61
chr6	77266430	1	1	3	108
chr6	77799918	1	1	3	108
chr6	78308264	1	1	3	82
chr6	78859798	1	1	3	81
chr6	79378428	1	1	3	102
chr6	79900792	1	1	3	122
chr6	80424678	1	1	3	110
chr6	80938728	1	1	3	88
chr6	81463998	1	1	3	86
chr6	82000465	1	1	3	93
chr6	82527586	1	1	3	111
chr6	83048371	1	1	3	88
chr6	83583547	1	1	3	105
chr6	84096229	1	1	3	121
chr6	84620713	1	1	3	119
chr6	85136727	1	1	3	105
chr6	85667758	1	1	3	130
chr6	86188805	1	1	3	119
chr6	86737158	1	1	3	95
chr6	87257869	1	1	3	130
chr6	87811125	1	1	3	104
chr6	88324608	1	1	3	130
chr6	88831296	1	1	3	103
chr6	89364001	1	1	3	107
chr6	89873006	1	1	3	86
chr6	90384406	1	1	3	118
chr6	90897139	1	1	3	110
chr6	91406265	1	1	3	86
chr6	91913432	1	1	3	112
chr6	92422630	1	1	3	117
chr6	92934675	1	1	3	104
chr6	93442911	1	1	3	124
chr6	93956697	1	1	3	89
chr6	94465958	1	1	3	88
chr6	94984925	1	1	3	84
chr6	95700000	1	1.325968	3	75.416603
chr6	96353525	1	1	3	111
chr6	96864239	1	1	3	100
chr6	97374799	1	1	3	94
chr6	97886344	1	1	3	105
chr6	98396821	1	1	3	80
chr6	98917260	1	1	3	92
chr6	99432665	1	1	3	108
chr6	99948117	1	1	3	116
chr6	100474694	1	1	3	108
chr6	100995197	1	1	3	109
chr6	101508778	1	1	3	93
chr6	102026505	1	1	3	97
chr6	102534311	1	1	3	110
chr6	103057064	1	1	3	108
chr6	103574881	1	1	3	94
chr6	104093092	1	1	3	90
chr6	104613188	1	1	3	107
chr6	105132886	1	1	3	101
chr6	105649519	1	1	3	78
chr6	106162691	1	1	3	101
chr6	106674235	1	1	3	125
chr6	107185006	1	1	3	104
chr6	107696306	1	1	3	116
chr6	108212675	1	1	3	126
chr6	108723507	1	1	3	93
chr6	109239909	1	1	3	121
chr6	109756246	1	1	3	97
chr6	110284912	1	1	3	131
chr6	110799984	1	1	3	147
chr6	111310422	1	1	3	102
chr6	111819096	1	1	3	88
chr6	112332158	1	1	3	143
chr6	112838272	1	1	3	108
chr6	113369267	1	1	3	98
chr6	113885365	1	1	3	115
chr6	114391119	1	1	3	72
chr6	114900589	1	1	3	117
chr6	115438762	1	1	3	110
chr6	115960732	1	1	3	84
chr6	116477838	1	1	3	110
chr6	116992069	1	1	3	97
chr6	117523422	1	1	3	118
chr6	118036732	1	1	3	100
chr6	118560408	1	1	3	127
chr6	119069085	1	1	3	133
chr6	119576885	1	1	3	124
chr6	120087662	1	1	3	116
chr6	120596450	1	1	3	93
chr6	121128945	1	1	4	125
chr6	121656636	1	1	4	134
chr6	122170717	1	1	4	111
chr6	122679832	1	1	4	138
chr6	123198700	1	1	4	133
chr6	123710466	1	1	4	139
chr6	124222873	1	1	4	147
chr6	124738991	1	1	4	146
chr6	125263494	1	1	4	137
chr6	125777707	1	1	4	169
chr6	126289593	1	1	4	154
chr6	126804336	1	1	4	143
chr6	127326229	1	1	4	116
chr6	127835896	1	1	4	107
chr6	128352880	1	1	4	122
chr6	128858675	1	1	4	96
chr6	129380451	1	1	4	126
chr6	129896182	1	1	4	115
chr6	130400546	1	1	4	140
chr6	130918576	1	1	4	145
chr6	131425749	1	1	4	165
chr6	131949833	1	1	4	132
chr6	132473068	1	1	4	98
chr6	132978543	1	1	4	159
chr6	133497421	1	1	4	112
chr6	134013143	1	1	4	137
chr6	134518147	1	1	4	106
chr6	135024360	1	1	4	138
chr6	135530144	1	1	4	159
chr6	136037469	1	1	4	147
chr6	136559915	1	1	4	149
chr6	137064514	1	1	4	143
chr6	137574512	1	1	4	120
chr6	138077794	1	1	4	186
chr6	138587435	1	1	4	174
chr6	139097219	1	1	4	148
chr6	139612611	1	1	4	116
chr6	140119988	1	1	4	150
chr6	140629516	1	1	4	132
chr6	141137280	1	1	4	149
chr6	141646455	1	1	4	121
chr6	142169267	1	1	4	120
chr6	142692477	1	1	4	171
chr6	143201310	1	1	4	162
chr6	143712975	1	1	4	190
chr6	144219544	1	1	4	160
chr6	144725361	1	1	4	158
chr6	145231171	1	1	4	157
chr6	145742759	1	1	4	123
chr6	146263707	1	1	4	154
chr6	146775635	1	1	4	163
chr6	147288705	1	1	4	181
chr6	147792906	1	1	4	144
chr6	148306285	1	1	4	117
chr6	148815161	1	1	4	161
chr6	149327170	1	1	4	148
chr6	149830249	1	1	4	161
chr6	150352207	1	1	4	168
chr6	150860446	1	1	4	156
chr6	151367616	1	1	4	128
chr6	151876778	1	1	4	132
chr6	152391233	1	1	4	160
chr6	152896453	1	1	4	158
chr6	153409885	1	1	4	120
chr6	153920568	1	1	4	175
chr6	154429343	1	1	4	155
chr6	154935482	1	1	4	160
chr6	155442247	1	1	4	149
chr6	155946469	1	1	4	121
chr6	156458879	1	1	4	154
chr6	156978938	1	1	4	158
chr6	157483818	1	1	4	160
chr6	158088766	1	1	4	155
chr6	158597250	1	1	4	134
chr6	159112519	1	1	4	144
chr6	159618507	1	1	4	113
chr6	160138304	1	1	4	174
chr6	160651397	1	1	4	193
chr6	161213363	1	1	4	167
chr6	161720716	1	1	4	168
chr6	162226374	1	1	4	139
chr6	162733271	1	1	4	98
chr6	163237886	1	1	4	107
chr6	163751795	1	1	4	128
chr6	164253743	1	1	4	139
chr6	164759581	1	1	4	134
chr6	165284958	1	1	4	142
chr6	165804119	1	1	4	132
chr6	166311220	1	1	4	128
chr6	166816914	1	1	4	184
chr6	167333253	1	1	4	184
chr6	167894374	1	1	4	179
chr6	168499262	1	1	4	167
chr6	169018208	1	1	4	179
chr6	169535014	1	1	4	207
chr6	170049526	1	1	4	153
chr6	170611110	1	1	4	218
chr6	170900000	1	0.558254	4	154.051743
chr7	613865	1	1	8	309
chr7	1132813	1	1	8	273
chr7	1644678	1	1	8	228
chr7	2162082	1	1	8	298
chr7	2678413	1	1	8	238
chr7	3193090	1	1	8	339
chr7	3696769	1	1	7	264
chr7	4207093	1	1	7	259
chr7	4735537	1	1	7	302
chr7	5258121	1	1	7	203
chr7	5779768	1	1	7	182
chr7	6371533	1	1	7	258
chr7	6800000	1	0.798132	7	205.479797
chr7	7460133	1	1	7	303
chr7	7976000	1	1	7	265
chr7	8488736	1	1	7	295
chr7	9001857	1	1	7	256
chr7	9521204	1	1	7	244
chr7	10034210	1	1	7	180
chr7	10551090	1	1	7	213
chr7	11066764	1	1	7	234
chr7	11572546	1	1	7	212
chr7	12077242	1	1	7	212
chr7	12596444	1	1	7	276
chr7	13104295	1	1	7	198
chr7	13616689	1	1	7	204
chr7	14133403	1	1	7	214
chr7	14649228	1	1	7	182
chr7	15165488	1	1	7	219
chr7	15674824	1	1	7	227
chr7	16183179	1	1	7	237
chr7	16699040	1	1	7	242
chr7	17209854	1	1	7	233
chr7	17719701	1	1	7	226
chr7	18231968	1	1	7	236
chr7	18733135	1	1	7	213
chr7	19254611	1	1	7	251
chr7	19770728	1	1	7	251
chr7	20292141	1	1	7	207
chr7	20804481	1	1	7	247
chr7	21316419	1	1	7	238
chr7	21822654	1	1	7	312
chr7	22327313	1	1	7	257
chr7	22861699	1	1	7	278
chr7	23383985	1	1	7	232
chr7	23902846	1	1	7	239
chr7	24419862	1	1	7	279
chr7	24932590	1	1	7	282
chr7	25446661	1	1	7	256
chr7	25963774	1	1	7	273
chr7	26477207	1	1	7	230
chr7	26988137	1	1	7	246
chr7	27503010	1	1	7	229
chr7	28012358	1	1	7	217
chr7	28520286	1	1	7	213
chr7	29024554	1	1	7	226
chr7	29529003	1	1	7	288
chr7	30073451	1	1	7	250
chr7	30597293	1	1	7	265
chr7	31106284	1	1	7	271
chr7	31618927	1	1	7	274
chr7	32138503	1	1	7	248
chr7	32661781	1	1	7	261
chr7	33258069	1	1	7	218
chr7	33771849	1	1	7	243
chr7	34291140	1	1	7	274
chr7	34813113	1	1	7	262
chr7	35439561	1	1	7	258
chr7	35950372	1	1	7	243
chr7	36482829	1	1	7	282
chr7	36993939	1	1	7	252
chr7	37509631	1	1	7	312
chr7	38022118	1	1	7	313
chr7	38545853	1	1	7	306
chr7	39055614	1	1	7	313
chr7	39563292	1	1	7	236
chr7	40103053	1	1	7	244
chr7	40617740	1	1	7	238
chr7	41127284	1	1	7	310
chr7	41629522	1	1	7	288
chr7	42130745	1	1	7	317
chr7	42638643	1	1	7	298
chr7	43155575	1	1	7	275
chr7	43664116	1	1	7	259
chr7	44223301	1	1	7	241
chr7	44729168	1	1	7	313
chr7	45237421	1	1	7	273
chr7	45755101	1	1	7	382
chr7	46328328	1	1	7	280
chr7	46833125	1	1	7	243
chr7	47344551	1	1	7	304
chr7	47849851	1	1	7	289
chr7	48357418	1	1	7	317
chr7	48869165	1	1	7	293
chr7	49405351	1	1	7	251
chr7	49924259	1	1	7	273
chr7	50470544	1	1	7	289
chr7	50986116	1	1	7	307
chr7	51511253	1	1	7	262
chr7	52039203	1	1	7	263
chr7	52546537	1	1	7	225
chr7	53053265	1	1	7	297
chr7	53571231	1	1	7	194
chr7	54076175	1	1	7	239
chr7	54618865	1	1	7	281
chr7	55127407	1	1	7	297
chr7	55639514	1	1	7	319
chr7	56206017	1	1	7	258
chr7	56900000	1	1.115646	7	216.018341
chr7	58100000	1	1.420602	7	292.833618
chr7	62345644	1	1	7	1297
chr7	62700000	1	0.651736	5	222.482712
chr7	63783159	1	1	5	210
chr7	64600000	1	1.453066	5	158.974197
chr7	65000000	1	0.510982	5	219.185806
chr7	65757794	1	1	5	211
chr7	66288261	1	1	5	244
chr7	66915556	1	1	7	313
chr7	67419802	1	1	7	298
chr7	67925289	1	1	7	257
chr7	68430311	1	1	7	254
chr7	68936507	1	1	7	349
chr7	69439093	1	1	7	273
chr7	69948273	1	1	7	301
chr7	70453718	1	1	7	333
chr7	70958325	1	1	7	269
chr7	71463113	1	1	7	282
chr7	71972992	1	1	7	286
chr7	72400000	1	0.588302	7	214.175705
chr7	73234312	1	1	7	218
chr7	73744534	1	1	7	253
chr7	74200000	1	0.794616	7	256.727783
chr7	75646928	1	1	7	205
chr7	76100000	1	0.825352	7	235.051224
chr7	77270745	1	1	7	212
chr7	77775885	1	1	7	216
chr7	78285703	1	1	7	235
chr7	78800256	1	1	7	221
chr7	79311729	1	1	7	163
chr7	79823589	1	1	7	225
chr7	80327841	1	1	7	250
chr7	80842686	1	1	7	212
chr7	81350246	1	1	7	218
chr7	81856288	1	1	7	190
chr7	82369215	1	1	7	235
chr7	82879603	1	1	7	205
chr7	83397022	1	1	7	164
chr7	83921465	1	1	7	217
chr7	84435735	1	1	7	210
chr7	84948691	1	1	7	194
chr7	85459249	1	1	7	210
chr7	85979678	1	1	7	245
chr7	86497797	1	1	7	245
chr7	87020780	1	1	7	268
chr7	87536325	1	1	7	189
chr7	88055159	1	1	7	220
chr7	88571397	1	1	7	255
chr7	89086879	1	1	7	168
chr7	89608316	1	1	7	242
chr7	90154396	1	1	7	251
chr7	90672132	1	1	7	213
chr7	91203413	1	1	7	267
chr7	91734806	1	1	7	276
chr7	92249074	1	1	7	217
chr7	92762866	1	1	7	232
chr7	93284203	1	1	7	210
chr7	93799911	1	1	7	193
chr7	94305422	1	1	7	235
chr7	94818321	1	1	7	224
chr7	95330373	1	1	7	216
chr7	95842370	1	1	7	309
chr7	96362222	1	1	7	309
chr7	96877181	1	1	7	292
chr7	97405929	1	1	7	269
chr7	97972950	1	1	7	212
chr7	98478928	1	1	7	268
chr7	98984167	1	1	7	369
chr7	99509678	1	1	7	320
chr7	100062516	1	1	7	234
chr7	100624396	1	1	7	204
chr7	101146702	1	1	7	254
chr7	101689235	1	1	7	243
chr7	102100000	1	0.750944	7	241.029953
chr7	103005299	1	1	7	211
chr7	103523134	1	1	7	244
chr7	104043631	1	1	7	228
chr7	104579776	1	1	7	282
chr7	105089273	1	1	7	273
chr7	105597593	1	1	7	259
chr7	106115099	1	1	7	286
chr7	106630669	1	1	7	297
chr7	107140518	1	1	7	237
chr7	107654267	1	1	7	236
chr7	108165418	1	1	7	251
chr7	108679821	1	1	7	222
chr7	109193696	1	1	7	202
chr7	109724023	1	1	7	200
chr7	110242972	1	1	7	203
chr7	110758413	1	1	7	228
chr7	111285832	1	1	7	248
chr7	111796285	1	1	7	265
chr7	112303006	1	1	7	281
chr7	112824896	1	1	7	236
chr7	113357447	1	1	7	209
chr7	113879600	1	1	7	254
chr7	114389963	1	1	12	613
chr7	114906564	1	1	12	468
chr7	115412306	1	1	12	357
chr7	115922680	1	1	12	420
chr7	116444928	1	1	12	477
chr7	116949213	1	1	12	472
chr7	117456934	1	1	12	347
chr7	117967469	1	1	12	401
chr7	118477186	1	1	12	331
chr7	118987514	1	1	12	387
chr7	119511109	1	1	12	384
chr7	120021710	1	1	12	325
chr7	120525440	1	1	12	350
chr7	121042861	1	1	12	323
chr7	121553684	1	1	12	348
chr7	122069497	1	1	12	347
chr7	122585638	1	1	12	388
chr7	123102308	1	1	12	468
chr7	123620386	1	1	12	387
chr7	124134619	1	1	12	395
chr7	124650474	1	1	12	408
chr7	125163195	1	1	12	425
chr7	125674082	1	1	12	313
chr7	126184291	1	1	12	335
chr7	126713861	1	1	12	412
chr7	127224807	1	1	12	501
chr7	127729766	1	1	12	499
chr7	128308913	1	1	12	374
chr7	128817325	1	1	10	214
chr7	129325200	1	1	10	196
chr7	129832018	1	1	10	422
chr7	130200000	1	0.636822	10	488.362549
chr7	130807567	1	1	10	495
chr7	131312451	1	1	10	414
chr7	131822507	1	1	10	433
chr7	132323671	1	1	4	101
chr7	132834688	1	1	4	102
chr7	133344190	1	1	4	166
chr7	133853152	1	1	4	159
chr7	134362206	1	1	4	170
chr7	134872105	1	1	4	128
chr7	135376475	1	1	4	124
chr7	135888956	1	1	4	170
chr7	136399124	1	1	4	158
chr7	136931540	1	1	4	139
chr7	137441347	1	1	4	153
chr7	137948316	1	1	4	140
chr7	138460712	1	1	4	152
chr7	138973426	1	1	4	184
chr7	139507649	1	1	4	200
chr7	140014363	1	1	4	164
chr7	140536358	1	1	4	123
chr7	141053492	1	1	4	160
chr7	141562858	1	1	4	151
chr7	142136856	1	1	4	175
chr7	142696246	1	1	4	180
chr7	143200000	1	0.981176	4	183.453323
chr7	143900000	1	0.545814	4	115.423943
chr7	144611107	1	1	4	167
chr7	145131171	1	1	4	160
chr7	145644772	1	1	4	145
chr7	146170265	1	1	4	123
chr7	146692282	1	1	4	116
chr7	147198952	1	1	4	119
chr7	147715091	1	1	4	123
chr7	148224918	1	1	4	142
chr7	148736061	1	1	4	133
chr7	149249575	1	1	4	168
chr7	149961542	1	1	4	154
chr7	150517590	1	1	4	171
chr7	151020173	1	1	4	156
chr7	151524846	1	1	4	189
chr7	152055348	1	1	4	156
chr7	152623883	1	1	4	128
chr7	153141627	1	1	4	194
chr7	153779192	1	1	4	126
chr7	154300000	1	0.87759	4	159.527802
chr7	154906501	1	1	4	168
chr7	155416626	1	1	4	136
chr7	155921661	1	1	4	159
chr7	156429612	1	1	4	189
chr7	156946046	1	1	4	228
chr7	157461645	1	1	4	170
chr7	157983830	1	1	4	216
chr7	158508015	1	1	4	162
chr7	159100000	1	1.138652	4	205.506165
chr8	762376	1	1	3	150
chr8	1292040	1	1	3	227
chr8	1834005	1	1	3	110
chr8	2379734	1	1	3	144
chr8	2885682	1	1	3	93
chr8	3402494	1	1	3	106
chr8	3906760	1	1	3	139
chr8	4412768	1	1	3	104
chr8	4919665	1	1	3	94
chr8	5431361	1	1	3	116
chr8	5938050	1	1	3	133
chr8	6453163	1	1	3	102
chr8	7000000	1	0.938912	3	118.221947
chr8	8608036	1	1	3	127
chr8	9116779	1	1	3	117
chr8	9633162	1	1	3	123
chr8	10138842	1	1	3	131
chr8	10646205	1	1	3	121
chr8	11155876	1	1	3	166
chr8	11900000	1	1.429152	3	119.651375
chr8	12976161	1	1	3	124
chr8	13485159	1	1	3	104
chr8	13992275	1	1	3	115
chr8	14505237	1	1	3	78
chr8	15016137	1	1	3	97
chr8	15531807	1	1	3	85
chr8	16039773	1	1	3	98
chr8	16553772	1	1	3	99
chr8	17067334	1	1	3	88
chr8	17571812	1	1	3	110
chr8	18076548	1	1	3	139
