CHR	END	sim20	Raw
chr18	61283748	1	56
chr18	62337234	1	49
chr18	63371075	1	43
chr18	64400550	1	52
chr18	65434379	1	46
chr18	66476059	1	56
chr18	67512750	1	61
chr18	68566662	1	48
chr18	69604715	1	58
chr18	70630908	1	45
chr18	71678694	1	58
chr18	72756194	1	44
chr18	73784134	1	55
chr18	74818594	2	99
chr18	75908577	2	110
chr18	76957909	2	108
chr18	78077248	2	111
chr19	1303452	2	122
chr19	2337973	2	113
chr19	3377265	2	87
chr19	4411748	1	55
chr19	5446784	1	55
chr19	6483009	1	59
chr19	7642135	1	66
chr19	8748559	1	65
chr19	9837508	1	39
chr19	10867151	1	53
chr19	11900977	1	59
chr19	12964704	1	51
chr19	13993599	1	46
chr19	15050165	1	54
chr19	16094947	1	63
chr19	17123040	2	111
chr19	18155197	2	110
chr19	19181348	2	125
chr19	20223074	2	89
chr19	21377722	2	127
chr19	22446687	2	99
chr19	23530480	2	167
chr19	28819769	2	111
chr19	29884926	2	100
chr19	30942879	2	120
chr19	31982141	2	118
chr19	33023067	2	106
chr19	34087092	2	109
chr19	35139533	2	103
chr19	36202493	2	113
chr19	37309798	2	100
chr19	38421518	2	93
chr19	39483721	2	114
chr19	40582894	2	125
chr19	41679802	2	120
chr19	42736238	2	102
chr19	43995342	2	107
chr19	45060694	2	106
chr19	46114876	2	108
chr19	47172794	2	101
chr19	48229591	2	104
chr19	49338867	2	106
chr19	50410106	2	114
chr19	51528501	2	127
chr19	52588751	2	109
chr19	53668672	2	128
chr19	54766751	2	115
chr19	55884268	2	110
chr19	56965187	2	103
chr19	58022516	2	107
chr19	59128983	2	100
chr20	1094790	2	110
chr20	2137195	2	118
chr20	3174465	2	102
chr20	4216899	2	120
chr20	5260777	2	110
chr20	6308858	2	101
chr20	7344322	2	127
chr20	8377822	2	117
chr20	9412176	2	117
chr20	10446708	2	104
chr20	11469441	2	123
chr20	12521355	2	105
chr20	13572216	2	109
chr20	14611460	2	104
chr20	15640830	2	113
chr20	16668283	3	173
chr20	17705711	3	165
chr20	18751964	3	137
chr20	19796440	3	161
chr20	20823993	3	173
chr20	21858300	2	100
chr20	22915307	2	123
chr20	23993011	2	120
chr20	25032844	2	195
chr20	30677269	2	123
chr20	31709687	2	119
chr20	32744079	2	108
chr20	33789496	2	108
chr20	34821991	2	116
chr20	35910818	2	123
chr20	36933639	2	93
chr20	37963819	2	115
chr20	39013787	2	109
chr20	40049578	2	105
chr20	41091701	2	106
chr20	42131692	2	108
chr20	43167623	2	109
chr20	44193971	2	101
chr20	45232731	2	96
chr20	46260509	2	116
chr20	47323304	2	119
chr20	48353872	2	108
chr20	49384342	2	134
chr20	50409088	2	111
chr20	51438297	2	119
chr20	52485605	2	103
chr20	53527666	2	103
chr20	54580818	2	105
chr20	55613165	2	97
chr20	56634616	2	102
chr20	57659181	2	114
chr20	58691356	2	101
chr20	59721092	2	115
chr20	60756803	2	108
chr20	61882044	2	124
chr20	63025520	2	93
chr21	14904688	2	91
chr21	16175554	2	112
chr21	17202862	2	115
chr21	18239316	2	135
chr21	19299648	2	147
chr21	20329532	2	102
chr21	21357473	2	98
chr21	22375395	2	106
chr21	23392161	2	109
chr21	24418052	2	125
chr21	25434171	2	115
chr21	26454728	2	113
chr21	27475593	2	99
chr21	28495244	2	122
chr21	29581766	2	136
chr21	30606325	2	115
chr21	31622831	2	111
chr21	32642389	2	106
chr21	33665708	2	101
chr21	34686474	2	91
chr21	35710267	2	92
chr21	36725649	2	121
chr21	37752636	2	101
chr21	38778185	2	108
chr21	39797410	2	119
chr21	40815079	2	100
chr21	41849802	2	114
chr21	42873699	2	224
chr21	43940667	2	227
chr21	45020230	2	123
chr21	46045216	2	93
chr21	47072426	2	118
chr21	48129895	2	89
chr22	17985867	2	119
chr22	19247260	2	100
chr22	20269485	2	99
chr22	22093723	2	99
chr22	23195127	2	91
chr22	24265550	2	92
chr22	25412920	1	51
chr22	26474599	1	48
chr22	27492268	1	48
chr22	28514444	1	45
chr22	29566974	1	47
chr22	30600050	1	50
chr22	31626762	1	54
chr22	32658072	1	56
chr22	33690538	1	66
chr22	34705626	2	122
chr22	35749702	2	107
chr22	36779482	2	110
chr22	37793152	2	99
chr22	38834496	2	115
chr22	39869230	2	113
chr22	40887440	2	93
chr22	41919186	2	96
chr22	42976165	2	104
chr22	43999278	2	100
chr22	45017750	2	118
chr22	46039580	2	114
chr22	47057471	2	86
chr22	48078851	2	113
chr22	49094376	2	107
chr22	50119257	2	86
chr22	51304566	2	346
chrX	3865035	2	96
chrX	4891925	2	119
chrX	5919601	2	105
chrX	6965032	2	99
chrX	8049003	2	94
chrX	9097024	2	126
chrX	10119408	2	130
chrX	11216075	2	89
chrX	12264711	1	59
chrX	13308019	1	57
chrX	14352286	1	50
chrX	15396784	1	56
chrX	16443820	1	46
chrX	17488912	1	47
chrX	18527550	1	62
chrX	19565565	1	61
chrX	20595160	1	46
chrX	21648877	1	53
chrX	22672797	1	73
chrX	23721506	1	58
chrX	24757419	1	55
chrX	25791454	1	50
chrX	26844755	1	54
chrX	27880485	1	59
chrX	28924127	1	33
chrX	29948855	1	145
chrX	30995590	1	116
chrX	32032737	1	59
chrX	33058415	1	54
chrX	34081610	1	45
chrX	35112243	1	61
chrX	36139033	1	67
chrX	37250870	1	76
chrX	38307762	2	117
chrX	39336472	2	127
chrX	40354736	2	112
chrX	41378667	2	119
chrX	42428195	2	111
chrX	43474011	2	107
chrX	44510215	2	116
chrX	45537576	2	94
chrX	46589603	2	89
chrX	47618369	2	103
chrX	48791667	2	117
chrX	50092643	2	108
chrX	51150352	2	89
chrX	53053339	2	110
chrX	54107113	2	112
chrX	55201604	2	113
chrX	56346268	2	104
chrX	57477115	2	214
chrX	62910928	2	99
chrX	64015181	2	104
chrX	65093036	2	97
chrX	66174914	2	120
chrX	67253478	2	115
chrX	68306110	2	106
chrX	69371028	2	112
chrX	70442395	2	122
chrX	71611561	2	115
chrX	72953058	2	110
chrX	74008125	2	119
chrX	75119409	2	122
chrX	76245761	2	100
chrX	77363270	2	102
chrX	78427420	2	101
chrX	79490615	2	110
chrX	80561779	2	118
chrX	81615239	2	87
chrX	82664740	2	87
chrX	83715589	2	113
chrX	84770158	2	112
chrX	85833315	2	106
chrX	86879992	2	119
chrX	87922156	2	129
chrX	89586586	2	127
chrX	91515082	2	119
chrX	93047806	2	113
chrX	94077120	2	112
chrX	95114386	2	94
chrX	96173895	2	100
chrX	97205887	2	100
chrX	98252171	2	107
chrX	99288049	2	107
chrX	100338167	2	104
chrX	101419539	3	152
chrX	102757130	3	155
chrX	103852988	3	169
chrX	104912612	3	168
chrX	105988844	3	165
chrX	107034252	3	140
chrX	108074782	3	156
chrX	109146555	3	173
chrX	110193698	3	160
chrX	111234663	2	129
chrX	112296394	2	113
chrX	113340399	2	107
chrX	114446744	2	98
chrX	115538755	2	123
chrX	116644316	2	121
chrX	117715264	2	114
chrX	118750002	2	89
chrX	119875309	2	104
chrX	121038516	2	121
chrX	122083322	2	101
chrX	123115538	2	120
chrX	124148296	2	105
chrX	125190497	2	103
chrX	126247977	2	102
chrX	127307252	2	106
chrX	128355281	2	100
chrX	129399971	2	105
chrX	130459154	2	101
chrX	131541519	2	92
chrX	132572757	2	118
chrX	133608010	2	126
chrX	134713703	2	124
chrX	135862591	2	100
chrX	136902071	2	97
chrX	137950017	2	109
chrX	138990969	2	91
chrX	140038498	2	116
chrX	141355593	3	144
chrX	142404628	3	174
chrX	143602589	3	191
chrX	144626052	3	209
chrX	145648978	3	170
chrX	146714351	2	125
chrX	147764127	2	107
chrX	148991812	2	112
chrX	150101354	2	97
chrX	151142688	2	91
chrX	152482852	2	83
chrX	153672819	2	160
chrX	155270560	2	0
chrY	5054978	0	0
chrY	7211371	0	0
chrY	8384058	0	0
chrY	10032319	0	0
chrY	14519128	0	0
chrY	15650414	0	1
chrY	16863899	0	1
chrY	18000249	0	0
chrY	19348540	0	0
chrY	21876900	0	0
chrY	23256191	0	1
chrY	59373566	0	0
